Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
22/02/2017,"103,005.00","102,926.00","103,636.00","102,847.00",708.14K,0.08%
21/02/2017,"102,926.00","102,689.00","103,716.00","102,136.00",981.20K,0.23%
20/02/2017,"102,689.00","102,689.00","103,162.00","102,689.00",581.75K,0.00%
17/02/2017,"102,689.00","104,268.00","104,347.00","102,531.00",1.14M,-1.51%
16/02/2017,"104,268.00","105,058.00","105,374.00","103,952.00",800.28K,-0.75%
15/02/2017,"105,058.00","105,058.00","105,216.00","104,900.00",1.03M,0.08%
14/02/2017,"104,979.00","105,690.00","105,769.00","104,821.00",807.68K,-0.67%
13/02/2017,"105,690.00","105,690.00","105,848.00","105,374.00",833.14K,0.00%
10/2/2017,"105,690.00","105,927.00","105,927.00","105,611.00",2.51M,-0.22%
9/2/2017,"105,927.00","106,085.00","106,243.00","105,848.00",976.87K,0.15%
8/2/2017,"105,769.00","105,690.00","106,164.00","105,453.00",538.62K,0.07%
7/2/2017,"105,690.00","105,216.00","106,085.00","104,663.00",886.45K,0.45%
6/2/2017,"105,216.00","105,927.00","106,006.00","104,900.00",1.60M,-0.52%
3/2/2017,"105,769.00","106,559.00","108,139.00","105,453.00",1.93M,0.68%
2/2/2017,"105,058.00","102,294.00","105,374.00","101,899.00",2.04M,3.10%
25/01/2017,"101,899.00","101,109.00","102,057.00","101,109.00",1.78M,0.78%
24/01/2017,"101,109.00","101,899.00","102,057.00","101,109.00",1.12M,0.00%
23/01/2017,"101,109.00","100,319.00","101,978.00","100,319.00",2.19M,0.79%
20/01/2017,"100,319.00","99,529.00","101,346.00","99,529.00",1.91M,0.79%
19/01/2017,"99,529.00","99,766.00","99,766.00","99,450.00",1.04M,0.00%
18/01/2017,"99,529.00","99,529.00","99,687.00","98,897.00",1.02M,-0.08%
17/01/2017,"99,608.00","100,082.00","100,082.00","99,608.00",698.86K,-0.32%
16/01/2017,"99,924.00","100,319.00","100,398.00","99,845.00",723.16K,-0.32%
13/01/2017,"100,240.00","100,319.00","100,556.00","99,924.00",735.12K,-0.08%
12/1/2017,"100,319.00","100,319.00","100,635.00","100,003.00",569.74K,0.00%
11/1/2017,"100,319.00","99,766.00","100,477.00","99,687.00",1.01M,0.71%
10/1/2017,"99,608.00","99,529.00","99,924.00","99,529.00",1.10M,0.08%
9/1/2017,"99,529.00","100,082.00","100,161.00","99,529.00",1.09M,0.00%
6/1/2017,"99,529.00","100,082.00","100,793.00","99,529.00",1.65M,-0.55%
5/1/2017,"100,082.00","100,398.00","100,398.00","99,687.00",986.83K,-0.16%
4/1/2017,"100,240.00","100,714.00","100,793.00","100,161.00",791.24K,0.16%
3/1/2017,"100,082.00","99,213.00","100,319.00","99,213.00",782.84K,0.88%
30/12/2016,"99,213.00","101,583.00","101,583.00","99,055.00",1.28M,-2.33%
29/12/2016,"101,583.00","102,689.00","102,689.00","101,346.00",2.40M,2.06%
28/12/2016,"99,529.00","99,529.00","100,161.00","98,739.00",1.27M,0.80%
27/12/2016,"98,739.00","96,685.00","98,897.00","96,448.00",2.07M,2.04%
26/12/2016,"96,764.00","97,949.00","98,344.00","96,448.00",750.79K,-1.21%
23/12/2016,"97,949.00","97,159.00","97,949.00","96,053.00",1.74M,0.73%
22/12/2016,"97,238.00","99,608.00","100,319.00","97,238.00",1.72M,-2.38%
21/12/2016,"99,608.00","97,949.00","100,082.00","95,974.00",2.84M,1.20%
20/12/2016,"98,423.00","101,504.00","101,662.00","98,186.00",3.63M,-3.26%
19/12/2016,"101,741.00","103,084.00","103,400.00","101,504.00",742.32K,-0.85%
16/12/2016,"102,610.00","101,109.00","102,610.00","101,109.00",2.01M,1.80%
15/12/2016,"100,793.00","103,005.00","103,084.00","100,240.00",3.29M,-2.45%
14/12/2016,"103,320.00","103,478.00","104,426.00","102,689.00",1.43M,-0.15%
13/12/2016,"103,478.00","105,611.00","106,638.00","103,478.00",1.74M,-2.02%
12/12/2016,"105,611.00","104,663.00","106,085.00","104,663.00",2.02M,-1.55%
9/12/2016,"107,270.00","107,033.00","108,060.00","106,638.00",1.81M,0.44%
8/12/2016,"106,796.00","106,796.00","107,586.00","106,322.00",3.34M,2.04%
7/12/2016,"104,663.00","105,295.00","105,374.00","104,110.00",2.49M,-1.12%
6/12/2016,"105,848.00","106,638.00","106,638.00","105,690.00",1.11M,-0.74%
5/12/2016,"106,638.00","106,954.00","107,191.00","106,243.00",1.27M,0.00%
2/12/2016,"106,638.00","106,638.00","107,823.00","106,006.00",2.04M,-0.15%
1/12/2016,"106,796.00","109,008.00","109,166.00","106,796.00",1.75M,-2.03%
30/11/2016,"109,008.00","106,638.00","112,168.00","105,848.00",6.49M,2.76%
29/11/2016,"106,085.00","103,478.00","106,322.00","103,084.00",3.43M,3.95%
28/11/2016,"102,057.00","105,848.00","105,848.00","101,504.00",3.75M,-3.94%
25/11/2016,"106,243.00","107,981.00","108,060.00","105,611.00",3.30M,-1.61%
24/11/2016,"107,981.00","109,719.00","109,719.00","107,823.00",2.50M,-1.65%
23/11/2016,"109,798.00","111,141.00","111,220.00","109,640.00",1.08M,-1.21%
22/11/2016,"111,141.00","109,482.00","111,299.00","109,482.00",1.49M,1.59%
21/11/2016,"109,403.00","109,008.00","109,719.00","108,929.00",1.17M,0.95%
18/11/2016,"108,376.00","109,087.00","109,403.00","108,376.00",1.52M,-1.30%
17/11/2016,"109,798.00","109,798.00","110,035.00","109,561.00",1.05M,0.00%
16/11/2016,"109,798.00","108,455.00","109,956.00","108,455.00",2.03M,1.24%
15/11/2016,"108,455.00","109,087.00","109,877.00","108,376.00",2.32M,-0.65%
14/11/2016,"109,166.00","110,588.00","110,825.00","109,087.00",1.96M,-1.64%
11/11/2016,"110,983.00","111,378.00","111,536.00","110,983.00",947.51K,-0.35%
10/11/2016,"111,378.00","110,904.00","111,615.00","110,904.00",1.17M,0.71%
9/11/2016,"110,588.00","110,746.00","110,825.00","107,902.00",3.28M,-0.28%
8/11/2016,"110,904.00","110,983.00","111,299.00","110,825.00",585.48K,0.14%
7/11/2016,"110,746.00","111,378.00","111,457.00","110,667.00",1.51M,-0.50%
4/11/2016,"111,299.00","111,694.00","112,088.00","110,983.00",1.26M,-0.35%
3/11/2016,"111,694.00","111,378.00","111,694.00","111,141.00",1.73M,0.21%
2/11/2016,"111,457.00","112,088.00","112,642.00","111,457.00",964.68K,-0.56%
1/11/2016,"112,088.00","112,957.00","112,957.00","111,694.00",672.91K,-0.07%
31/10/2016,"112,168.00","112,957.00","113,431.00","112,168.00",425.34K,-0.91%
28/10/2016,"113,194.00","112,562.00","113,826.00","112,168.00",1.00M,0.56%
27/10/2016,"112,562.00","111,694.00","112,562.00","111,457.00",454.36K,0.99%
26/10/2016,"111,457.00","111,378.00","111,773.00","111,299.00",486.64K,0.07%
25/10/2016,"111,378.00","111,378.00","112,010.00","110,983.00",1.50M,0.00%
24/10/2016,"111,378.00","113,905.00","113,905.00","111,378.00",1.97M,-2.22%
21/10/2016,"113,905.00","114,537.00","115,248.00","113,826.00",702.79K,-0.48%
20/10/2016,"114,458.00","115,327.00","115,722.00","114,142.00",1.03M,-0.75%
19/10/2016,"115,327.00","113,747.00","115,722.00","113,036.00",2.35M,1.39%
18/10/2016,"113,747.00","112,326.00","113,747.00","112,088.00",1.05M,1.27%
17/10/2016,"112,326.00","113,194.00","113,905.00","112,246.00",854.24K,-1.25%
14/10/2016,"113,747.00","112,168.00","114,379.00","112,168.00",2.51M,1.41%
13/10/2016,"112,168.00","111,457.00","112,562.00","111,457.00",925.30K,0.35%
12/10/2016,"111,773.00","110,983.00","111,773.00","110,588.00",1.49M,0.71%
11/10/2016,"110,983.00","110,588.00","111,378.00","108,376.00",2.41M,0.29%
10/10/2016,"110,667.00","111,852.00","111,852.00","110,667.00",891.22K,-1.06%
7/10/2016,"111,852.00","112,168.00","112,642.00","111,062.00",1.41M,-0.28%
6/10/2016,"112,168.00","110,904.00","112,484.00","110,904.00",1.83M,1.14%
5/10/2016,"110,904.00","111,378.00","111,694.00","110,904.00",985.64K,-0.07%
4/10/2016,"110,983.00","110,983.00","112,010.00","110,667.00",1.65M,0.00%
3/10/2016,"110,983.00","111,299.00","111,299.00","110,746.00",1.28M,0.36%
30/09/2016,"110,588.00","110,588.00","111,299.00","110,588.00",1.19M,0.00%
29/09/2016,"110,588.00","110,588.00","111,299.00","110,351.00",2.49M,0.00%
28/09/2016,"110,588.00","110,983.00","111,141.00","110,035.00",1.77M,0.00%
27/09/2016,"110,588.00","111,378.00","111,694.00","110,588.00",1.29M,-0.71%
26/09/2016,"111,378.00","110,588.00","111,457.00","110,272.00",1.82M,0.71%
23/09/2016,"110,588.00","108,139.00","110,904.00","107,823.00",2.06M,2.04%
22/09/2016,"108,376.00","109,008.00","110,193.00","108,376.00",1.14M,-0.44%
21/09/2016,"108,850.00","109,008.00","109,719.00","108,218.00",1.75M,1.32%
20/09/2016,"107,428.00","106,638.00","107,428.00","105,058.00",3.21M,0.00%
19/09/2016,"107,428.00","110,588.00","110,588.00","107,270.00",3.63M,-1.45%
16/09/2016,"109,008.00","112,957.00","112,957.00","109,008.00",7.95M,-3.50%
15/09/2016,"112,957.00","113,826.00","114,221.00","112,562.00",1.73M,-0.69%
14/09/2016,"113,747.00","113,747.00","114,142.00","112,326.00",1.05M,-0.62%
13/09/2016,"114,458.00","111,536.00","115,169.00","109,877.00",2.91M,2.62%
12/9/2016,"111,536.00","113,747.00","115,169.00","111,299.00",2.62M,-1.26%
9/9/2016,"112,957.00","116,907.00","116,907.00","112,957.00",2.09M,-2.72%
8/9/2016,"116,117.00","114,537.00","116,907.00","113,747.00",2.75M,0.69%
7/9/2016,"115,327.00","117,697.00","117,697.00","112,957.00",5.00M,-2.67%
6/9/2016,"118,487.00","121,646.00","121,646.00","118,487.00",2.08M,-2.60%
5/9/2016,"121,646.00","121,646.00","123,226.00","119,277.00",3.22M,0.00%
1/9/2016,"121,646.00","123,226.00","123,226.00","120,067.00",3.16M,-1.28%
31/08/2016,"123,226.00","120,857.00","123,226.00","120,857.00",2.53M,2.63%
30/08/2016,"120,067.00","120,067.00","120,857.00","118,487.00",2.10M,0.66%
29/08/2016,"119,277.00","115,327.00","122,436.00","115,327.00",3.95M,3.43%
26/08/2016,"115,327.00","113,747.00","115,327.00","113,747.00",1.15M,0.69%
25/08/2016,"114,537.00","114,537.00","115,327.00","112,957.00",730.88K,0.00%
24/08/2016,"114,537.00","113,747.00","115,327.00","112,957.00",1.41M,1.40%
23/08/2016,"112,957.00","110,588.00","112,957.00","109,798.00",1.29M,2.14%
22/08/2016,"110,588.00","112,957.00","113,747.00","110,588.00",1.53M,-2.10%
19/08/2016,"112,957.00","114,537.00","116,117.00","112,168.00",4.23M,0.94%
18/08/2016,"111,904.00","110,618.00","111,904.00","109,975.00",3.05M,1.75%
17/08/2016,"109,975.00","109,332.00","110,618.00","108,688.00",1.92M,1.18%
16/08/2016,"108,688.00","108,688.00","109,975.00","108,688.00",1.56M,0.00%
15/08/2016,"108,688.00","108,045.00","109,332.00","107,402.00",1.65M,0.60%
12/8/2016,"108,045.00","110,618.00","112,547.00","108,045.00",4.57M,-0.59%
11/8/2016,"108,688.00","106,116.00","108,688.00","105,473.00",2.42M,3.05%
10/8/2016,"105,473.00","104,830.00","106,116.00","104,187.00",1.93M,1.23%
9/8/2016,"104,187.00","102,257.00","104,830.00","102,257.00",2.75M,-20.87%
8/8/2016,"131,667.00","131,667.00","132,500.00","130,833.00",788.62K,0.00%
5/8/2016,"131,667.00","130,000.00","131,667.00","129,167.00",1.01M,1.28%
4/8/2016,"130,000.00","129,167.00","131,667.00","128,333.00",1.37M,1.30%
3/8/2016,"128,333.00","127,500.00","129,167.00","126,667.00",792.95K,1.32%
2/8/2016,"126,667.00","128,333.00","129,167.00","126,667.00",2.02M,-1.94%
1/8/2016,"129,167.00","132,500.00","132,500.00","128,333.00",2.05M,-1.90%
29/07/2016,"131,667.00","133,333.00","134,167.00","131,667.00",1.21M,-1.25%
28/07/2016,"133,333.00","131,667.00","134,167.00","131,667.00",1.58M,1.27%
27/07/2016,"131,667.00","131,667.00","132,500.00","130,833.00",713.70K,0.64%
26/07/2016,"130,833.00","128,333.00","131,667.00","127,500.00",1.23M,1.95%
25/07/2016,"128,333.00","130,833.00","130,833.00","128,333.00",661.96K,-1.28%
22/07/2016,"130,000.00","131,667.00","132,500.00","126,667.00",2.52M,-0.64%
21/07/2016,"130,833.00","133,333.00","135,000.00","130,000.00",2.11M,-0.63%
20/07/2016,"131,667.00","128,333.00","132,500.00","126,667.00",1.86M,3.27%
19/07/2016,"127,500.00","125,000.00","129,167.00","125,000.00",2.21M,2.00%
18/07/2016,"125,000.00","123,333.00","125,833.00","122,500.00",1.30M,2.04%
15/07/2016,"122,500.00","121,667.00","123,333.00","120,833.00",589.72K,0.68%
14/07/2016,"121,667.00","121,667.00","123,333.00","120,833.00",1.50M,-0.68%
13/07/2016,"122,500.00","122,500.00","123,333.00","121,667.00",533.68K,0.00%
12/7/2016,"122,500.00","121,667.00","122,500.00","120,000.00",773.15K,0.68%
11/7/2016,"121,667.00","122,500.00","124,167.00","120,833.00",665.94K,-0.68%
8/7/2016,"122,500.00","122,500.00","124,167.00","121,667.00",785.40K,0.00%
7/7/2016,"122,500.00","120,000.00","122,500.00","119,167.00",1.63M,2.80%
6/7/2016,"119,167.00","120,000.00","120,000.00","118,333.00",481.81K,-0.69%
5/7/2016,"120,000.00","120,833.00","121,667.00","119,167.00",863.04K,-0.69%
4/7/2016,"120,833.00","120,833.00","120,833.00","119,167.00",1.05M,1.40%
1/7/2016,"119,167.00","120,000.00","120,000.00","118,333.00",1.41M,1.42%
30/06/2016,"117,500.00","116,667.00","118,333.00","116,667.00",824.62K,1.44%
29/06/2016,"115,833.00","117,500.00","117,500.00","115,833.00",997.01K,-0.71%
28/06/2016,"116,667.00","114,167.00","120,000.00","113,333.00",2.41M,2.19%
27/06/2016,"114,167.00","113,333.00","114,167.00","111,667.00",817.68K,0.00%
24/06/2016,"114,167.00","116,667.00","116,667.00","110,000.00",2.12M,-2.14%
23/06/2016,"116,667.00","115,000.00","117,500.00","115,000.00",1.37M,0.72%
22/06/2016,"115,833.00","115,833.00","116,667.00","115,000.00",331.82K,0.00%
21/06/2016,"115,833.00","115,000.00","116,667.00","115,000.00",731.40K,1.46%
20/06/2016,"114,167.00","114,167.00","115,000.00","113,333.00",332.30K,0.00%
17/06/2016,"114,167.00","114,167.00","115,000.00","113,333.00",250.12K,0.00%
16/06/2016,"114,167.00","115,000.00","115,833.00","114,167.00",238.72K,0.00%
15/06/2016,"114,167.00","113,333.00","115,000.00","112,500.00",320.47K,0.00%
14/06/2016,"114,167.00","113,333.00","114,167.00","112,500.00",210.71K,0.00%
13/06/2016,"114,167.00","113,333.00","114,167.00","112,500.00",336.60K,0.00%
10/6/2016,"114,167.00","115,000.00","115,000.00","113,333.00",400.51K,-0.72%
9/6/2016,"115,000.00","115,000.00","115,000.00","114,167.00",239.32K,0.00%
8/6/2016,"115,000.00","115,000.00","115,833.00","114,167.00",351.07K,0.73%
7/6/2016,"114,167.00","113,333.00","114,167.00","112,500.00",527.60K,0.74%
6/6/2016,"113,333.00","115,833.00","115,833.00","113,333.00",793.34K,-2.16%
3/6/2016,"115,833.00","116,667.00","116,667.00","115,000.00",609.71K,-1.42%
2/6/2016,"117,500.00","117,500.00","118,333.00","117,500.00",438.71K,0.00%
1/6/2016,"117,500.00","117,500.00","118,333.00","116,667.00",746.70K,-0.70%
31/05/2016,"118,333.00","119,167.00","119,167.00","118,333.00",242.69K,0.00%
30/05/2016,"118,333.00","119,167.00","119,167.00","117,500.00",339.14K,-0.70%
27/05/2016,"119,167.00","117,500.00","119,167.00","117,500.00",399.05K,1.42%
26/05/2016,"117,500.00","120,000.00","120,000.00","117,500.00",1.16M,-2.08%
25/05/2016,"120,000.00","120,833.00","121,667.00","120,000.00",541.08K,-0.69%
24/05/2016,"120,833.00","121,667.00","121,667.00","120,833.00",571.84K,-0.69%
23/05/2016,"121,667.00","122,500.00","122,500.00","120,833.00",858.35K,0.00%
20/05/2016,"121,667.00","121,667.00","122,500.00","120,833.00",477.50K,0.69%
19/05/2016,"120,833.00","120,833.00","121,667.00","120,000.00",452.68K,0.00%
18/05/2016,"120,833.00","122,500.00","122,500.00","120,833.00",765.43K,-1.36%
17/05/2016,"122,500.00","123,333.00","123,333.00","121,667.00",1.29M,0.68%
16/05/2016,"121,667.00","120,000.00","122,500.00","120,000.00",788.35K,1.39%
13/05/2016,"120,000.00","120,833.00","121,667.00","120,000.00",395.95K,-0.69%
12/5/2016,"120,833.00","121,667.00","122,500.00","120,000.00",482.96K,-0.69%
11/5/2016,"121,667.00","119,167.00","121,667.00","119,167.00",533.75K,2.10%
10/5/2016,"119,167.00","119,167.00","120,000.00","118,333.00",428.64K,-0.69%
9/5/2016,"120,000.00","121,667.00","122,500.00","119,167.00",2.29M,1.41%
6/5/2016,"118,333.00","119,167.00","119,167.00","118,333.00",718.98K,0.00%
5/5/2016,"118,333.00","118,333.00","120,000.00","118,333.00",739.16K,0.00%
4/5/2016,"118,333.00","116,667.00","119,167.00","115,833.00",999.76K,2.16%
29/04/2016,"115,833.00","115,000.00","115,833.00","115,000.00",558.61K,0.72%
28/04/2016,"115,000.00","115,833.00","115,833.00","115,000.00",580.76K,0.00%
27/04/2016,"115,000.00","117,500.00","117,500.00","115,000.00",668.92K,-1.43%
26/04/2016,"116,667.00","115,833.00","116,667.00","115,833.00",725.23K,0.72%
25/04/2016,"115,833.00","118,333.00","119,167.00","115,833.00",1.06M,-0.71%
22/04/2016,"116,667.00","114,167.00","117,500.00","114,167.00",1.13M,2.19%
21/04/2016,"114,167.00","114,167.00","115,000.00","112,500.00",898.54K,0.74%
20/04/2016,"113,333.00","115,833.00","116,667.00","112,500.00",2.04M,-2.16%
19/04/2016,"115,833.00","119,167.00","120,000.00","115,833.00",1.34M,-2.80%
15/04/2016,"119,167.00","119,167.00","120,833.00","119,167.00",749.53K,0.70%
14/04/2016,"118,333.00","118,333.00","120,000.00","117,500.00",805.28K,0.00%
13/04/2016,"118,333.00","119,167.00","120,833.00","118,333.00",817.80K,-0.70%
12/4/2016,"119,167.00","119,167.00","120,000.00","118,333.00",823.78K,0.00%
11/4/2016,"119,167.00","120,000.00","120,833.00","119,167.00",978.96K,0.00%
8/4/2016,"119,167.00","117,500.00","120,000.00","116,667.00",1.26M,1.42%
7/4/2016,"117,500.00","114,167.00","118,333.00","113,333.00",2.54M,2.92%
6/4/2016,"114,167.00","114,167.00","114,167.00","112,500.00",390.00K,0.00%
5/4/2016,"114,167.00","113,333.00","114,167.00","112,500.00",709.12K,2.24%
4/4/2016,"111,667.00","111,667.00","112,500.00","110,833.00",312.79K,0.00%
1/4/2016,"111,667.00","111,667.00","113,333.00","110,833.00",944.15K,0.00%
31/03/2016,"111,667.00","113,333.00","114,167.00","111,667.00",599.65K,-1.47%
30/03/2016,"113,333.00","111,667.00","114,167.00","110,833.00",774.11K,1.49%
29/03/2016,"111,667.00","112,500.00","113,333.00","111,667.00",437.46K,-0.74%
28/03/2016,"112,500.00","111,667.00","112,500.00","110,833.00",212.47K,0.75%
25/03/2016,"111,667.00","111,667.00","112,500.00","110,000.00",716.60K,-0.74%
24/03/2016,"112,500.00","111,667.00","113,333.00","110,833.00",681.64K,0.75%
23/03/2016,"111,667.00","110,833.00","112,500.00","110,833.00",467.98K,0.75%
22/03/2016,"110,833.00","112,500.00","112,500.00","110,000.00",1.24M,-1.48%
21/03/2016,"112,500.00","114,167.00","115,833.00","112,500.00",647.89K,-2.17%
18/03/2016,"115,000.00","114,167.00","115,000.00","114,167.00",402.35K,0.00%
17/03/2016,"115,000.00","114,167.00","116,667.00","114,167.00",887.96K,0.73%
16/03/2016,"114,167.00","113,333.00","115,000.00","112,500.00",451.28K,0.74%
15/03/2016,"113,333.00","112,500.00","115,000.00","111,667.00",1.04M,0.74%
14/03/2016,"112,500.00","113,333.00","114,167.00","111,667.00",528.98K,-0.74%
11/3/2016,"113,333.00","108,333.00","113,333.00","108,333.00",2.65M,3.82%
10/3/2016,"109,167.00","109,167.00","109,167.00","107,500.00",593.87K,0.00%
9/3/2016,"109,167.00","109,167.00","110,000.00","108,333.00",197.81K,0.00%
8/3/2016,"109,167.00","109,167.00","110,000.00","108,333.00",474.24K,0.00%
7/3/2016,"109,167.00","109,167.00","110,833.00","109,167.00",718.58K,-0.76%
4/3/2016,"110,000.00","109,167.00","110,000.00","108,333.00",371.84K,0.76%
3/3/2016,"109,167.00","110,000.00","110,833.00","109,167.00",517.12K,-0.76%
2/3/2016,"110,000.00","109,167.00","110,000.00","107,500.00",980.90K,1.54%
1/3/2016,"108,333.00","106,667.00","109,167.00","106,667.00",808.21K,1.56%
29/02/2016,"106,667.00","108,333.00","108,333.00","106,667.00",571.43K,-1.54%
26/02/2016,"108,333.00","108,333.00","108,333.00","106,667.00",645.62K,0.77%
25/02/2016,"107,500.00","109,167.00","110,000.00","107,500.00",936.59K,-1.53%
24/02/2016,"109,167.00","108,333.00","109,167.00","107,500.00",587.58K,0.77%
23/02/2016,"108,333.00","109,167.00","110,000.00","107,500.00",1.05M,0.00%
22/02/2016,"108,333.00","107,500.00","109,167.00","106,667.00",915.70K,0.77%
19/02/2016,"107,500.00","108,333.00","108,333.00","106,667.00",447.67K,0.00%
18/02/2016,"107,500.00","109,167.00","109,167.00","106,667.00",999.60K,-0.77%
17/02/2016,"108,333.00","109,167.00","110,833.00","107,500.00",2.40M,1.56%
16/02/2016,"106,667.00","106,667.00","107,500.00","105,833.00",746.62K,1.59%
15/02/2016,"105,000.00","101,667.00","105,000.00","101,667.00",568.22K,1.61%
5/2/2016,"103,333.00","101,667.00","103,333.00","101,667.00",245.29K,1.64%
4/2/2016,"101,667.00","102,500.00","103,333.00","101,667.00",308.78K,0.83%
3/2/2016,"100,833.00","98,333.00","100,833.00","98,333.00",323.84K,1.68%
2/2/2016,"99,167.00","99,167.00","100,833.00","98,333.00",301.82K,0.00%
1/2/2016,"99,167.00","97,500.00","100,000.00","96,667.00",1.04M,2.59%
29/01/2016,"96,667.00","96,667.00","97,500.00","95,833.00",213.92K,0.00%
28/01/2016,"96,667.00","96,667.00","98,333.00","96,667.00",299.66K,-0.85%
27/01/2016,"97,500.00","96,667.00","97,500.00","95,833.00",332.04K,1.74%
