Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
18/06/2018,"142,386.00","146,838.00","148,240.00","142,386.00",427.58K,-4.06%
15/06/2018,"148,404.00","147,250.00","148,817.00","146,756.00",1.34M,0.00%
14/06/2018,"148,404.00","148,487.00","149,229.00","147,333.00",921.30K,-0.55%
13/06/2018,"149,229.00","149,229.00","149,229.00","147,910.00",566.96K,0.00%
12/6/2018,"149,229.00","147,580.00","149,229.00","146,756.00",1.05M,0.50%
11/6/2018,"148,487.00","145,931.00","150,054.00","145,519.00",865.26K,1.75%
8/6/2018,"145,931.00","144,365.00","145,931.00","144,365.00",606.62K,-0.17%
7/6/2018,"146,178.00","144,942.00","146,673.00","144,859.00",482.28K,1.31%
6/6/2018,"144,282.00","145,931.00","145,931.00","143,046.00",556.46K,-1.13%
5/6/2018,"145,931.00","144,282.00","148,322.00","143,046.00",1.05M,2.02%
4/6/2018,"143,046.00","138,958.00","143,209.00","138,141.00",1.16M,4.04%
1/6/2018,"137,487.00","135,689.00","138,305.00","135,280.00",1.26M,2.44%
31/05/2018,"134,218.00","135,280.00","135,689.00","133,645.00",2.68M,-0.79%
30/05/2018,"135,280.00","137,324.00","137,406.00","134,953.00",590.30K,-1.84%
29/05/2018,"137,814.00","133,645.00","138,550.00","132,419.00",843.74K,2.18%
28/05/2018,"134,872.00","134,872.00","135,280.00","132,419.00",557.80K,-0.60%
25/05/2018,"135,689.00","136,506.00","137,324.00","135,689.00",615.43K,-1.19%
24/05/2018,"137,324.00","138,141.00","138,468.00","136,343.00",968.75K,0.42%
23/05/2018,"136,752.00","130,866.00","138,550.00","130,866.00",1.17M,3.27%
22/05/2018,"132,419.00","134,872.00","135,689.00","130,784.00",1.42M,-2.41%
21/05/2018,"135,689.00","140,593.00","140,593.00","134,953.00",1.25M,-2.98%
18/05/2018,"139,858.00","135,689.00","139,858.00","135,362.00",1.38M,3.70%
17/05/2018,"134,872.00","138,141.00","138,550.00","134,872.00",1.23M,-2.42%
16/05/2018,"138,223.00","143,863.00","144,762.00","138,223.00",1.97M,-3.92%
15/05/2018,"143,863.00","147,133.00","147,541.00","143,863.00",1.49M,-1.12%
14/05/2018,"145,498.00","146,315.00","147,133.00","143,863.00",690.00K,0.00%
11/5/2018,"145,498.00","147,133.00","147,950.00","144,680.00",1.21M,-1.11%
10/5/2018,"147,133.00","152,037.00","152,037.00","146,315.00",541.21K,-2.70%
9/5/2018,"151,220.00","151,220.00","152,037.00","150,402.00",666.31K,-0.05%
8/5/2018,"151,301.00","155,715.00","155,715.00","151,301.00",617.08K,-2.58%
7/5/2018,"155,307.00","151,220.00","155,715.00","150,811.00",926.17K,3.26%
4/5/2018,"150,402.00","151,056.00","151,220.00","150,157.00",882.88K,-0.54%
3/5/2018,"151,220.00","152,854.00","152,854.00","150,402.00",1.05M,0.27%
2/5/2018,"150,811.00","152,037.00","152,037.00","150,811.00",743.08K,-0.27%
27/04/2018,"151,220.00","149,094.00","154,489.00","148,767.00",1.20M,2.21%
26/04/2018,"147,950.00","148,686.00","148,686.00","147,133.00",1.15M,0.56%
24/04/2018,"147,133.00","146,315.00","147,950.00","143,945.00",1.76M,-1.32%
23/04/2018,"149,094.00","151,220.00","151,955.00","148,767.00",764.33K,-1.94%
20/04/2018,"152,037.00","152,854.00","152,854.00","151,220.00",887.64K,-0.80%
19/04/2018,"153,263.00","153,263.00","153,917.00","152,364.00",1.01M,0.00%
18/04/2018,"153,263.00","151,220.00","153,263.00","150,647.00",907.80K,1.63%
17/04/2018,"150,811.00","153,263.00","154,489.00","148,113.00",1.46M,-2.89%
16/04/2018,"155,307.00","159,966.00","159,966.00","155,307.00",784.06K,-2.91%
13/04/2018,"159,966.00","161,028.00","161,028.00","159,802.00",872.53K,-0.31%
12/4/2018,"160,456.00","160,620.00","160,865.00","159,721.00",901.42K,0.15%
11/4/2018,"160,211.00","160,211.00","161,437.00","159,721.00",1.02M,-0.51%
10/4/2018,"161,028.00","161,682.00","161,682.00","159,394.00",1.31M,-0.40%
9/4/2018,"161,682.00","162,663.00","162,827.00","161,028.00",839.10K,-0.20%
6/4/2018,"162,009.00","161,192.00","163,235.00","161,028.00",745.42K,0.46%
5/4/2018,"161,274.00","163,481.00","163,481.00","160,048.00",543.25K,-1.35%
4/4/2018,"163,481.00","158,331.00","163,481.00","158,331.00",1.19M,3.25%
3/4/2018,"158,331.00","163,481.00","163,889.00","157,432.00",2.42M,-3.00%
2/4/2018,"163,235.00","165,524.00","165,851.00","162,254.00",2.12M,-1.63%
30/03/2018,"165,933.00","169,202.00","169,202.00","164,380.00",1.84M,-1.93%
29/03/2018,"169,202.00","172,472.00","172,717.00","169,202.00",910.24K,-1.90%
28/03/2018,"172,472.00","174,107.00","174,924.00","172,472.00",702.04K,-0.94%
27/03/2018,"174,107.00","171,655.00","175,496.00","170,837.00",1.99M,2.16%
26/03/2018,"170,429.00","169,202.00","172,063.00","168,876.00",772.20K,0.73%
23/03/2018,"169,202.00","168,467.00","170,020.00","167,649.00",822.26K,-0.96%
22/03/2018,"170,837.00","173,208.00","173,208.00","170,837.00",574.38K,0.00%
21/03/2018,"170,837.00","170,837.00","172,554.00","170,837.00",1.09M,0.00%
20/03/2018,"170,837.00","173,290.00","173,290.00","170,837.00",821.68K,-1.42%
19/03/2018,"173,290.00","175,333.00","175,333.00","172,063.00",961.54K,-0.93%
16/03/2018,"174,924.00","172,472.00","174,924.00","170,837.00",2.08M,1.81%
15/03/2018,"171,818.00","174,107.00","174,107.00","171,491.00",747.70K,-1.31%
14/03/2018,"174,107.00","171,655.00","174,924.00","171,001.00",1.36M,1.43%
13/03/2018,"171,655.00","168,385.00","172,472.00","168,385.00",1.52M,1.94%
12/3/2018,"168,385.00","170,429.00","172,227.00","168,385.00",993.88K,-0.96%
9/3/2018,"170,020.00","170,837.00","172,145.00","170,020.00",1.23M,-0.48%
8/3/2018,"170,837.00","169,202.00","171,082.00","169,202.00",710.89K,1.41%
7/3/2018,"168,467.00","164,380.00","171,655.00","164,380.00",2.38M,2.03%
6/3/2018,"165,115.00","165,442.00","166,342.00","162,827.00",943.49K,-0.20%
5/3/2018,"165,442.00","163,317.00","167,568.00","162,254.00",854.48K,1.56%
2/3/2018,"162,908.00","160,211.00","163,072.00","159,394.00",495.34K,1.68%
1/3/2018,"160,211.00","160,211.00","162,663.00","160,211.00",879.47K,0.00%
28/02/2018,"160,211.00","162,663.00","163,154.00","160,211.00",1.06M,-2.00%
27/02/2018,"163,481.00","165,115.00","165,115.00","161,846.00",548.71K,0.00%
26/02/2018,"163,481.00","165,115.00","166,750.00","163,481.00",1.07M,-0.99%
23/02/2018,"165,115.00","165,933.00","166,342.00","162,663.00",578.14K,0.50%
22/02/2018,"164,298.00","166,096.00","166,096.00","162,745.00",539.81K,-1.08%
21/02/2018,"166,096.00","161,764.00","166,096.00","158,576.00",779.87K,5.01%
13/02/2018,"158,168.00","156,941.00","159,394.00","156,941.00",649.98K,0.78%
12/2/2018,"156,941.00","154,489.00","156,941.00","154,489.00",1.16M,0.52%
9/2/2018,"156,124.00","155,307.00","156,941.00","152,854.00",1.03M,-3.09%
8/2/2018,"161,110.00","163,481.00","163,726.00","160,538.00",281.08K,-1.60%
7/2/2018,"163,726.00","166,587.00","166,587.00","163,644.00",609.20K,1.21%
6/2/2018,"161,764.00","156,941.00","165,115.00","154,898.00",1.78M,-2.56%
5/2/2018,"166,015.00","165,524.00","167,568.00","164,870.00",605.90K,-1.88%
2/2/2018,"169,202.00","164,707.00","169,202.00","164,707.00",812.81K,1.97%
1/2/2018,"165,933.00","166,750.00","168,876.00","164,298.00",541.52K,-0.25%
31/01/2018,"166,342.00","165,442.00","169,611.00","164,380.00",1.34M,-0.49%
30/01/2018,"167,159.00","166,750.00","167,568.00","165,851.00",1.01M,-0.97%
29/01/2018,"168,794.00","173,126.00","173,290.00","168,794.00",687.88K,-2.50%
26/01/2018,"173,126.00","169,284.00","173,453.00","169,284.00",806.89K,2.32%
25/01/2018,"169,202.00","170,837.00","173,126.00","169,202.00",1.27M,-2.17%
22/01/2018,"172,962.00","169,202.00","173,044.00","168,385.00",1.24M,2.92%
19/01/2018,"168,058.00","168,712.00","171,164.00","168,058.00",1.31M,0.00%
18/01/2018,"168,058.00","163,481.00","168,058.00","163,072.00",1.11M,2.24%
17/01/2018,"164,380.00","169,202.00","170,020.00","163,481.00",1.07M,-3.46%
16/01/2018,"170,265.00","169,366.00","170,429.00","169,366.00",841.75K,-0.10%
15/01/2018,"170,429.00","170,837.00","171,246.00","170,020.00",486.19K,-0.67%
12/1/2018,"171,573.00","171,655.00","172,472.00","171,082.00",702.77K,-0.05%
11/1/2018,"171,655.00","173,290.00","173,290.00","170,919.00",953.74K,-0.47%
10/1/2018,"172,472.00","167,731.00","172,472.00","167,731.00",1.08M,1.93%
9/1/2018,"169,202.00","171,736.00","173,290.00","168,794.00",972.71K,-1.43%
8/1/2018,"171,655.00","174,107.00","174,107.00","170,429.00",809.76K,-1.64%
5/1/2018,"174,516.00","174,924.00","175,742.00","173,698.00",622.63K,-0.60%
4/1/2018,"175,578.00","174,189.00","175,742.00","174,189.00",845.22K,0.42%
3/1/2018,"174,842.00","174,516.00","175,742.00","173,371.00",668.84K,1.13%
2/1/2018,"172,881.00","172,472.00","173,208.00","170,510.00",447.31K,1.39%
29/12/2017,"170,510.00","166,342.00","173,698.00","166,342.00",1.07M,1.66%
28/12/2017,"167,731.00","167,568.00","167,976.00","166,750.00",783.56K,0.84%
27/12/2017,"166,342.00","166,098.00","166,747.00","165,530.00",905.98K,1.03%
26/12/2017,"164,638.00","162,284.00","164,638.00","161,960.00",498.19K,1.45%
25/12/2017,"162,284.00","163,988.00","164,556.00","162,122.00",452.90K,-1.43%
22/12/2017,"164,638.00","164,719.00","165,530.00","163,907.00",531.49K,-0.49%
21/12/2017,"165,449.00","163,096.00","166,098.00","163,096.00",560.54K,0.94%
20/12/2017,"163,907.00","163,096.00","166,098.00","162,284.00",664.93K,-0.49%
19/12/2017,"164,719.00","166,342.00","167,072.00","164,719.00",1.30M,-0.98%
18/12/2017,"166,342.00","163,096.00","166,747.00","160,986.00",1.46M,4.06%
15/12/2017,"159,850.00","163,096.00","163,096.00","158,227.00",2.24M,-1.99%
14/12/2017,"163,096.00","158,633.00","163,096.00","158,227.00",1.00M,3.18%
13/12/2017,"158,065.00","157,822.00","158,552.00","156,199.00",783.47K,0.15%
12/12/2017,"157,822.00","156,604.00","158,146.00","154,170.00",908.42K,1.83%
11/12/2017,"154,982.00","152,628.00","157,578.00","152,628.00",1.01M,1.54%
8/12/2017,"152,628.00","150,924.00","156,767.00","150,924.00",1.01M,1.13%
7/12/2017,"150,924.00","158,227.00","160,580.00","150,924.00",1.43M,-4.62%
6/12/2017,"158,227.00","158,227.00","159,850.00","151,898.00",1.14M,-2.01%
5/12/2017,"161,473.00","164,719.00","166,342.00","160,662.00",852.08K,-1.97%
4/12/2017,"164,719.00","159,039.00","166,423.00","159,039.00",1.70M,3.57%
1/12/2017,"159,039.00","151,736.00","159,039.00","151,736.00",1.50M,4.98%
30/11/2017,"151,492.00","150,113.00","153,764.00","150,032.00",1.29M,0.92%
29/11/2017,"150,113.00","149,302.00","150,438.00","149,302.00",557.60K,0.00%
28/11/2017,"150,113.00","148,490.00","150,113.00","148,490.00",456.54K,0.00%
27/11/2017,"150,113.00","149,302.00","150,519.00","148,571.00",832.04K,0.00%
24/11/2017,"150,113.00","147,273.00","150,924.00","146,949.00",814.56K,0.05%
23/11/2017,"150,032.00","150,032.00","153,359.00","147,760.00",797.95K,0.00%
22/11/2017,"150,032.00","153,196.00","153,359.00","146,056.00",2.20M,-2.17%
21/11/2017,"153,359.00","151,736.00","158,795.00","151,736.00",1.35M,1.07%
20/11/2017,"151,736.00","148,409.00","152,223.00","147,273.00",1.16M,2.07%
17/11/2017,"148,652.00","148,652.00","149,220.00","147,841.00",774.66K,0.00%
16/11/2017,"148,652.00","146,867.00","149,302.00","146,218.00",765.58K,0.77%
15/11/2017,"147,517.00","142,648.00","149,302.00","142,648.00",1.46M,1.00%
14/11/2017,"146,056.00","146,867.00","147,841.00","141,999.00",1.79M,-2.44%
13/11/2017,"149,707.00","141,999.00","150,275.00","141,188.00",5.39M,6.16%
10/11/2017,"141,025.00","131,694.00","141,025.00","131,450.00",11.12M,6.95%
9/11/2017,"131,856.00","129,990.00","132,262.00","129,260.00",2.46M,1.44%
8/11/2017,"129,990.00","128,042.00","130,314.00","128,042.00",2.92M,1.52%
7/11/2017,"128,042.00","128,205.00","128,610.00","127,393.00",673.20K,-0.13%
6/11/2017,"128,205.00","125,933.00","128,205.00","125,933.00",1.34M,1.80%
3/11/2017,"125,933.00","126,501.00","126,582.00","124,553.00",563.76K,-0.45%
2/11/2017,"126,501.00","125,770.00","128,042.00","125,121.00",1.34M,0.58%
1/11/2017,"125,770.00","122,525.00","126,176.00","122,525.00",1.80M,2.65%
31/10/2017,"122,525.00","123,255.00","123,255.00","122,525.00",1.15M,-0.59%
30/10/2017,"123,255.00","123,823.00","123,823.00","123,012.00",669.01K,-0.33%
27/10/2017,"123,661.00","123,336.00","123,661.00","123,174.00",921.97K,0.40%
26/10/2017,"123,174.00","122,200.00","123,255.00","122,200.00",1.17M,0.86%
25/10/2017,"122,119.00","120,902.00","122,200.00","120,902.00",1.09M,1.01%
24/10/2017,"120,902.00","120,009.00","120,902.00","119,766.00",811.46K,0.68%
23/10/2017,"120,090.00","120,496.00","120,496.00","119,928.00",707.38K,-0.34%
20/10/2017,"120,496.00","120,577.00","120,740.00","120,496.00",312.00K,-0.20%
19/10/2017,"120,740.00","120,902.00","120,902.00","120,496.00",464.54K,-0.13%
18/10/2017,"120,902.00","120,902.00","121,389.00","120,902.00",462.80K,-0.07%
17/10/2017,"120,983.00","120,577.00","121,064.00","120,496.00",477.62K,0.34%
16/10/2017,"120,577.00","121,632.00","121,794.00","120,577.00",818.14K,-0.54%
13/10/2017,"121,226.00","120,090.00","121,226.00","120,090.00",600.05K,0.95%
12/10/2017,"120,090.00","120,496.00","120,577.00","120,090.00",477.11K,-0.34%
11/10/2017,"120,496.00","120,496.00","120,740.00","120,253.00",752.09K,0.00%
10/10/2017,"120,496.00","120,253.00","120,740.00","120,253.00",475.21K,-0.27%
9/10/2017,"120,821.00","120,902.00","121,064.00","120,172.00",175.21K,-0.07%
6/10/2017,"120,902.00","121,389.00","121,957.00","120,902.00",1.09M,0.00%
5/10/2017,"120,902.00","120,577.00","121,389.00","120,334.00",558.97K,0.34%
4/10/2017,"120,496.00","119,928.00","120,496.00","119,847.00",367.12K,0.41%
3/10/2017,"120,009.00","120,577.00","120,577.00","119,847.00",761.95K,-0.40%
2/10/2017,"120,496.00","120,983.00","121,308.00","120,415.00",356.53K,-0.47%
29/09/2017,"121,064.00","120,902.00","122,525.00","120,821.00",1.20M,0.13%
28/09/2017,"120,902.00","120,090.00","120,902.00","120,009.00",528.43K,0.68%
27/09/2017,"120,090.00","120,090.00","120,496.00","120,009.00",372.98K,-0.07%
26/09/2017,"120,172.00","120,090.00","120,577.00","119,847.00",405.79K,0.07%
25/09/2017,"120,090.00","119,847.00","120,090.00","119,441.00",305.23K,0.20%
22/09/2017,"119,847.00","120,090.00","120,496.00","119,847.00",424.51K,-0.20%
21/09/2017,"120,090.00","120,496.00","120,496.00","120,090.00",889.69K,-0.61%
20/09/2017,"120,821.00","120,415.00","121,064.00","120,090.00",440.53K,0.34%
19/09/2017,"120,415.00","120,902.00","121,064.00","120,415.00",411.68K,-0.40%
18/09/2017,"120,902.00","119,685.00","121,713.00","119,685.00",666.29K,0.68%
15/09/2017,"120,090.00","120,009.00","120,334.00","119,766.00",1.82M,-0.20%
14/09/2017,"120,334.00","120,090.00","120,415.00","120,090.00",966.83K,0.07%
13/09/2017,"120,253.00","120,253.00","120,253.00","120,090.00",1.19M,0.07%
12/9/2017,"120,172.00","119,928.00","120,496.00","119,847.00",811.73K,-0.20%
11/9/2017,"120,415.00","120,983.00","120,983.00","120,253.00",797.10K,-0.47%
8/9/2017,"120,983.00","120,902.00","121,389.00","120,740.00",364.31K,-0.27%
7/9/2017,"121,308.00","122,281.00","122,281.00","121,226.00",520.26K,-0.99%
6/9/2017,"122,525.00","123,661.00","123,661.00","122,281.00",390.50K,-1.05%
5/9/2017,"123,823.00","122,930.00","123,985.00","122,606.00",1.03M,0.73%
1/9/2017,"122,930.00","120,821.00","122,930.00","120,821.00",659.80K,2.09%
31/08/2017,"120,415.00","120,496.00","122,119.00","120,334.00",709.30K,0.27%
30/08/2017,"120,090.00","119,685.00","120,172.00","119,685.00",618.55K,0.34%
29/08/2017,"119,685.00","120,090.00","120,334.00","119,604.00",804.91K,-0.54%
28/08/2017,"120,334.00","120,496.00","120,496.00","119,847.00",387.94K,-0.13%
25/08/2017,"120,496.00","120,496.00","120,496.00","120,172.00",329.53K,0.13%
24/08/2017,"120,334.00","120,172.00","120,496.00","120,172.00",293.34K,-0.13%
23/08/2017,"120,496.00","120,415.00","120,496.00","119,928.00",483.89K,0.00%
22/08/2017,"120,496.00","120,902.00","120,902.00","120,253.00",502.09K,-0.27%
21/08/2017,"120,821.00","121,145.00","121,145.00","120,821.00",296.92K,-0.20%
18/08/2017,"121,064.00","120,172.00","121,226.00","120,172.00",427.06K,0.27%
17/08/2017,"120,740.00","119,685.00","120,983.00","119,279.00",1.01M,0.88%
16/08/2017,"119,685.00","120,253.00","120,253.00","118,549.00",512.60K,-0.67%
15/08/2017,"120,496.00","121,470.00","121,713.00","120,496.00",644.58K,-0.80%
14/08/2017,"121,470.00","121,713.00","121,713.00","121,145.00",1.11M,0.13%
11/8/2017,"121,308.00","121,308.00","121,708.00","120,107.00",829.92K,0.00%
10/8/2017,"121,308.00","120,107.00","121,548.00","120,107.00",470.83K,1.00%
9/8/2017,"120,107.00","121,708.00","121,708.00","118,826.00",1.34M,-1.32%
8/8/2017,"121,708.00","123,069.00","123,069.00","121,548.00",1.44M,-1.11%
7/8/2017,"123,069.00","123,309.00","123,309.00","122,509.00",460.92K,-0.19%
4/8/2017,"123,309.00","123,309.00","123,550.00","123,149.00",349.03K,0.00%
3/8/2017,"123,309.00","122,669.00","123,550.00","122,509.00",843.37K,1.05%
2/8/2017,"122,028.00","120,987.00","122,108.00","120,987.00",1.28M,0.86%
1/8/2017,"120,987.00","122,188.00","122,188.00","120,987.00",973.90K,-0.98%
31/07/2017,"122,188.00","122,509.00","122,509.00","122,108.00",819.55K,-0.26%
28/07/2017,"122,509.00","122,429.00","122,589.00","122,429.00",410.58K,0.07%
27/07/2017,"122,429.00","122,509.00","122,509.00","122,268.00",257.06K,-0.07%
26/07/2017,"122,509.00","121,708.00","123,069.00","121,628.00",405.91K,0.79%
25/07/2017,"121,548.00","121,308.00","121,708.00","121,067.00",210.20K,0.00%
24/07/2017,"121,548.00","120,987.00","121,708.00","120,107.00",845.48K,0.20%
21/07/2017,"121,308.00","121,067.00","121,708.00","121,067.00",557.93K,-0.33%
20/07/2017,"121,708.00","121,708.00","122,429.00","121,628.00",873.59K,-0.65%
19/07/2017,"122,509.00","122,509.00","123,630.00","122,268.00",450.98K,0.66%
18/07/2017,"121,708.00","121,708.00","122,509.00","120,907.00",765.44K,0.07%
17/07/2017,"121,628.00","123,309.00","124,110.00","121,388.00",664.00K,-2.06%
14/07/2017,"124,190.00","125,151.00","125,151.00","124,110.00",828.52K,-0.77%
13/07/2017,"125,151.00","125,712.00","125,712.00","124,911.00",601.01K,0.58%
12/7/2017,"124,430.00","123,149.00","124,831.00","122,349.00",649.99K,1.57%
11/7/2017,"122,509.00","121,468.00","122,509.00","121,468.00",621.78K,0.86%
10/7/2017,"121,468.00","123,470.00","123,870.00","121,067.00",1.19M,-1.62%
7/7/2017,"123,470.00","126,512.00","126,512.00","123,470.00",1.17M,-2.09%
6/7/2017,"126,112.00","126,112.00","126,672.00","125,471.00",659.76K,0.58%
5/7/2017,"125,391.00","124,991.00","125,471.00","124,831.00",526.26K,0.06%
4/7/2017,"125,311.00","125,632.00","125,632.00","124,991.00",389.22K,-0.32%
3/7/2017,"125,712.00","126,512.00","126,512.00","125,471.00",674.81K,-0.38%
30/06/2017,"126,192.00","123,950.00","126,432.00","123,950.00",1.61M,1.81%
29/06/2017,"123,950.00","124,510.00","124,831.00","123,950.00",375.26K,-0.39%
28/06/2017,"124,430.00","122,909.00","124,510.00","122,909.00",1.10M,1.24%
27/06/2017,"122,909.00","122,829.00","123,069.00","122,749.00",650.68K,0.07%
26/06/2017,"122,829.00","122,509.00","122,909.00","121,948.00",320.94K,0.26%
23/06/2017,"122,509.00","122,429.00","122,589.00","122,188.00",413.90K,0.07%
22/06/2017,"122,429.00","122,589.00","123,149.00","122,349.00",292.94K,-0.58%
21/06/2017,"123,149.00","122,188.00","123,149.00","121,308.00",1.10M,0.52%
20/06/2017,"122,509.00","123,630.00","123,630.00","122,268.00",1.07M,-0.91%
19/06/2017,"123,630.00","122,669.00","123,630.00","122,589.00",888.64K,0.92%
16/06/2017,"122,509.00","124,110.00","124,110.00","122,509.00",1.39M,-0.52%
15/06/2017,"123,149.00","122,909.00","123,550.00","122,749.00",497.45K,0.20%
14/06/2017,"122,909.00","121,948.00","123,069.00","121,868.00",643.20K,0.79%
13/06/2017,"121,948.00","122,188.00","122,188.00","121,388.00",763.43K,-0.26%
12/6/2017,"122,268.00","123,069.00","123,149.00","122,108.00",606.86K,-0.65%
9/6/2017,"123,069.00","123,229.00","123,309.00","122,909.00",395.60K,0.07%
8/6/2017,"122,989.00","123,309.00","123,309.00","122,829.00",249.29K,-0.26%
7/6/2017,"123,309.00","123,710.00","123,790.00","122,509.00",888.50K,-0.13%
6/6/2017,"123,470.00","123,309.00","123,950.00","123,069.00",287.28K,0.33%
5/6/2017,"123,069.00","120,827.00","124,510.00","120,827.00",898.90K,1.86%
2/6/2017,"120,827.00","120,907.00","121,708.00","120,267.00",595.22K,-0.66%
1/6/2017,"121,628.00","120,907.00","121,628.00","120,187.00",716.62K,1.47%
31/05/2017,"119,866.00","120,107.00","121,948.00","119,786.00",1.59M,0.00%
30/05/2017,"119,866.00","121,228.00","121,388.00","119,546.00",553.12K,-1.32%
29/05/2017,"121,468.00","121,708.00","121,948.00","121,228.00",427.50K,-0.20%
26/05/2017,"121,708.00","119,706.00","121,708.00","119,706.00",513.49K,1.33%
25/05/2017,"120,107.00","121,308.00","121,308.00","119,866.00",743.42K,-0.99%
24/05/2017,"121,308.00","121,308.00","121,628.00","120,107.00",842.57K,0.00%
23/05/2017,"121,308.00","120,347.00","121,708.00","120,347.00",876.22K,0.80%
22/05/2017,"120,347.00","118,425.00","120,427.00","118,345.00",1.45M,1.62%
19/05/2017,"118,425.00","116,904.00","118,505.00","116,664.00",979.54K,1.30%
18/05/2017,"116,904.00","115,703.00","117,304.00","115,703.00",696.53K,-0.68%
17/05/2017,"117,704.00","114,902.00","118,105.00","114,902.00",1.48M,2.44%
16/05/2017,"114,902.00","115,302.00","115,623.00","114,902.00",637.52K,-0.28%
15/05/2017,"115,222.00","116,103.00","116,343.00","114,822.00",984.74K,-0.62%
12/5/2017,"115,943.00","115,703.00","116,343.00","115,382.00",713.68K,0.21%
11/5/2017,"115,703.00","115,943.00","115,943.00","115,222.00",559.14K,0.07%
10/5/2017,"115,623.00","114,982.00","116,503.00","114,742.00",772.08K,0.28%
9/5/2017,"115,302.00","116,744.00","116,744.00","114,742.00",1.12M,-1.30%
8/5/2017,"116,824.00","117,384.00","117,464.00","116,183.00",975.92K,-0.48%
5/5/2017,"117,384.00","118,105.00","118,745.00","117,384.00",629.28K,-1.28%
4/5/2017,"118,906.00","117,704.00","119,306.00","117,384.00",1.20M,1.50%
3/5/2017,"117,144.00","116,986.00","117,460.00","116,986.00",1.06M,0.20%
28/04/2017,"116,907.00","116,117.00","117,381.00","115,880.00",1.70M,1.02%
27/04/2017,"115,722.00","113,905.00","115,722.00","113,589.00",1.42M,1.81%
26/04/2017,"113,668.00","113,273.00","113,668.00","112,562.00",327.19K,0.35%
25/04/2017,"113,273.00","113,589.00","113,589.00","112,878.00",567.28K,-0.42%
24/04/2017,"113,747.00","113,905.00","114,300.00","113,352.00",674.88K,-0.48%
21/04/2017,"114,300.00","114,458.00","114,774.00","113,905.00",534.44K,-0.14%
20/04/2017,"114,458.00","114,932.00","114,932.00","114,221.00",513.19K,-0.34%
19/04/2017,"114,853.00","114,063.00","115,248.00","114,063.00",1.16M,0.69%
18/04/2017,"114,063.00","112,246.00","114,221.00","112,168.00",2.28M,1.69%
17/04/2017,"112,168.00","111,141.00","112,642.00","111,141.00",1.06M,0.21%
14/04/2017,"111,931.00","112,642.00","112,957.00","111,220.00",746.82K,-0.98%
13/04/2017,"113,036.00","113,352.00","113,668.00","113,036.00",387.56K,-0.63%
12/4/2017,"113,747.00","113,747.00","114,063.00","113,273.00",909.96K,0.35%
11/4/2017,"113,352.00","112,642.00","113,510.00","112,562.00",558.48K,0.63%
10/4/2017,"112,642.00","112,642.00","112,800.00","112,088.00",725.12K,0.00%
7/4/2017,"112,642.00","111,931.00","113,115.00","111,615.00",1.09M,-0.56%
5/4/2017,"113,273.00","113,352.00","113,747.00","112,562.00",946.60K,-0.42%
4/4/2017,"113,747.00","113,984.00","113,984.00","113,431.00",1.28M,-0.21%
3/4/2017,"113,984.00","113,194.00","114,221.00","113,194.00",962.44K,0.70%
31/03/2017,"113,194.00","114,300.00","114,616.00","113,194.00",1.66M,-0.49%
30/03/2017,"113,747.00","112,010.00","113,747.00","112,010.00",1.41M,1.55%
29/03/2017,"112,010.00","110,667.00","112,168.00","110,588.00",928.36K,0.71%
28/03/2017,"111,220.00","112,720.00","112,957.00","109,798.00",1.23M,-0.85%
27/03/2017,"112,168.00","112,878.00","113,589.00","111,773.00",1.28M,0.21%
24/03/2017,"111,931.00","111,220.00","112,168.00","111,141.00",1.30M,1.07%
23/03/2017,"110,746.00","107,902.00","110,904.00","107,902.00",2.46M,2.64%
22/03/2017,"107,902.00","106,875.00","109,561.00","106,875.00",1.77M,0.74%
21/03/2017,"107,112.00","105,453.00","107,428.00","105,453.00",983.09K,1.27%
20/03/2017,"105,769.00","105,216.00","106,480.00","104,584.00",876.31K,-0.07%
17/03/2017,"105,848.00","105,927.00","106,322.00","105,532.00",1.24M,0.00%
16/03/2017,"105,848.00","105,058.00","106,164.00","105,058.00",1.09M,0.75%
15/03/2017,"105,058.00","103,320.00","105,058.00","103,242.00",1.42M,1.76%
14/03/2017,"103,242.00","102,531.00","103,400.00","102,531.00",587.72K,0.77%
13/03/2017,"102,452.00","102,689.00","103,162.00","102,452.00",410.98K,-0.15%
10/3/2017,"102,610.00","103,084.00","103,162.00","102,610.00",512.83K,-0.46%
9/3/2017,"103,084.00","103,400.00","103,400.00","103,005.00",491.11K,-0.08%
8/3/2017,"103,162.00","102,689.00","103,952.00","102,689.00",767.23K,0.46%
7/3/2017,"102,689.00","102,689.00","103,320.00","102,610.00",533.64K,-0.69%
6/3/2017,"103,400.00","102,452.00","103,478.00","102,294.00",883.91K,0.77%
3/3/2017,"102,610.00","102,452.00","102,768.00","102,136.00",610.16K,0.15%
2/3/2017,"102,452.00","103,320.00","103,320.00","102,452.00",578.45K,-0.84%
1/3/2017,"103,320.00","103,242.00","104,031.00","103,242.00",704.62K,-0.46%
28/02/2017,"103,794.00","104,110.00","104,189.00","103,400.00",923.63K,-0.30%
27/02/2017,"104,110.00","104,268.00","104,742.00","104,110.00",911.71K,-0.08%
24/02/2017,"104,189.00","102,689.00","104,189.00","102,294.00",1.58M,1.23%
23/02/2017,"102,926.00","103,005.00","103,084.00","101,978.00",735.90K,-0.08%
